Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,clean_genre_list,date_read,date_added,Title_shorten,book_title,timelines,add_to_tbr_dt,start_reading_dt,finish_reading_dt,genre_list,is_nonfiction,is_fiction,genre_list_trf,year_read,month_read,year_added,month_added
43264830,The School of Life: An Emotional Education,Alain de Botton,"Botton, Alain de",,"=""0241382327""","=""9780241382325""",0,4.3,Hamish Hamilton,Paperback,310.0,2019.0,2019.0,,2020/03/09,to-read,to-read (#60),to-read,0,0,"['Nonfiction', 'Philosophy', 'Psychology', 'Self Help', 'Education', 'Audiobook', 'Spirituality', 'Relationships', 'Cultural']",,2020-03-09,The School of Life: An Emotional Education,The School of Life: An Emotional Education,"['March  9, 2020 – Shelved', 'March  9, 2020 – Shelved as: to-read']",2020-03-09,,,"['Nonfiction', 'Philosophy', 'Psychology', 'Self Help', 'Education', 'Audiobook', 'Spirituality', 'Relationships', 'Cultural']",1,0,"['Philosophy', 'Psychology', 'Self Help', 'Education', 'Audiobook', 'Spirituality', 'Relationships', 'Cultural']",,,2020,3
51200095,That Can Be Arranged: A Muslim Love Story,Huda Fahmy,"Fahmy, Huda",,"=""1524856223""","=""9781524856229""",0,4.22,Andrews McMeel Publishing,Paperback,192.0,2020.0,2020.0,,2019/12/26,to-read,to-read (#50),to-read,0,0,"['Sequential Art', 'Autobiography', 'Nonfiction', 'Romance', 'Humor', 'Adult', 'Contemporary', 'Religion']",,2019-12-26,That Can Be Arranged: A Muslim Love Story,That Can Be Arranged: A Muslim Love Story,"['December 26, 2019 – Shelved', 'December 26, 2019 – Shelved as: to-read']",2019-12-26,,,"['Sequential Art', 'Autobiography', 'Nonfiction', 'Romance', 'Humor', 'Adult', 'Contemporary', 'Religion']",1,0,"['Sequential Art', 'Autobiography', 'Romance', 'Humor', 'Adult', 'Contemporary', 'Religion']",,,2019,12
84699,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi,"Ferrazzi, Keith",,"=""0385512058""","=""9780385512053""",0,3.84,Crown Business,Hardcover,309.0,2005.0,2005.0,,2020/02/09,to-read,to-read (#59),to-read,0,0,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Psychology', 'Relationships', 'Language', 'Buisness']",,2020-02-09,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time","Never Eat Alone: And Other Secrets to Success, One Relationship at a Time","['February  9, 2020 – Shelved', 'February  9, 2020 – Shelved as: to-read']",2020-02-09,,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Psychology', 'Relationships', 'Language', 'Buisness']",1,0,"['Business', 'Self Help', 'Leadership', 'Psychology', 'Relationships', 'Language', 'Buisness']",,,2020,2
2420301,The Back of the Napkin: Solving Problems and Selling Ideas with Pictures,Dan Roam,"Roam, Dan",,"=""1591841992""","=""9781591841999""",0,3.95,Portfolio,Hardcover,278.0,2008.0,2008.0,,2020/02/07,to-read,to-read (#58),to-read,0,0,"['Business', 'Nonfiction', 'Design', 'Language', 'Self Help', 'Productivity', 'Buisness']",,2020-02-07,The Back of the Napkin: Solving Problems and Selling Ideas with Pictures,The Back of the Napkin: Solving Problems and Selling Ideas with Pictures,"['February  7, 2020 – Shelved as: to-read', 'February  7, 2020 – Shelved']",2020-02-07,,,"['Business', 'Nonfiction', 'Design', 'Language', 'Self Help', 'Productivity', 'Buisness']",1,0,"['Business', 'Design', 'Language', 'Self Help', 'Productivity', 'Buisness']",,,2020,2
40180021,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",,"=""0393356493""","=""9780393356496""",0,4.02,W. W. Norton  Company,Paperback,400.0,2019.0,2002.0,,2020/02/02,to-read,to-read (#57),to-read,0,0,"['Economics', 'Nonfiction', 'Business', 'Science', 'Politics', 'Academic', 'Social Science', 'Currency', 'Psychology']",,2020-02-02,Naked Economics: Undressing the Dismal Science,Naked Economics: Undressing the Dismal Science,"['February  2, 2020 – Shelved as: to-read', 'February  2, 2020 – Shelved']",2020-02-02,,,"['Economics', 'Nonfiction', 'Business', 'Science', 'Politics', 'Academic', 'Social Science', 'Currency', 'Psychology']",1,0,"['Economics', 'Business', 'Science', 'Politics', 'Academic', 'Social Science', 'Currency', 'Psychology']",,,2020,2
50883325,"Modern Love, Revised and Updated: True Stories of Love, Loss, and Redemption",Daniel    Jones,"Jones, Daniel","Andrew Rannells, Ayelet Waldman, Amy Krouse Rosenthal, Veronica Chambers","=""""","=""""",3,4.22,Broadway Books,Kindle Edition,290.0,2019.0,2019.0,2019/12/28,2019/11/14,,,read,1,0,"['Nonfiction', 'Romance', 'Short Stories', 'Writing', 'Anthologies', 'Autobiography', 'Contemporary', 'Audiobook', 'Relationships', 'Adult']",2019-12-28,2019-11-14,"Modern Love, Revised and Updated: True Stories of Love, Loss, and Redemption","Modern Love, Revised and Updated: True Stories of Love, Loss, and Redemption","['November 14, 2019 –  Started Reading', 'November 14, 2019 – Shelved', 'December 28, 2019 –  Finished Reading']",,2019-11-14,2019-12-28,"['Nonfiction', 'Romance', 'Short Stories', 'Writing', 'Anthologies', 'Autobiography', 'Contemporary', 'Audiobook', 'Relationships', 'Adult']",1,0,"['Romance', 'Short Stories', 'Writing', 'Anthologies', 'Autobiography', 'Contemporary', 'Audiobook', 'Relationships', 'Adult']",2019.0,12.0,2019,11
245344,Structures: Or Why Things Don't Fall Down,J.E. Gordon,"Gordon, J.E.",,"=""0306812835""","=""9780306812835""",0,4.14,Da Capo Press,Paperback,395.0,2003.0,1978.0,,2020/02/01,to-read,to-read (#56),to-read,0,0,"['Science', 'Nonfiction', 'Architecture', 'Design', 'Business', 'Education']",,2020-02-01,Structures: Or Why Things Don't Fall Down,Structures: Or Why Things Don't Fall Down,"['February  1, 2020 – Shelved as: to-read', 'February  1, 2020 – Shelved']",2020-02-01,,,"['Science', 'Nonfiction', 'Architecture', 'Design', 'Business', 'Education']",1,0,"['Science', 'Architecture', 'Design', 'Business', 'Education']",,,2020,2
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.14,Henry Holt and Co.,Hardcover,368.0,2016.0,2016.0,,2020/02/01,to-read,to-read (#55),to-read,0,0,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Business', 'Computer Science', 'Philosophy', 'Audiobook']",,2020-02-01,Algorithms to Live By: The Computer Science of Human Decisions,Algorithms to Live By: The Computer Science of Human Decisions,"['February  1, 2020 – Shelved', 'February  1, 2020 – Shelved as: to-read']",2020-02-01,,,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Business', 'Computer Science', 'Philosophy', 'Audiobook']",1,0,"['Science', 'Psychology', 'Self Help', 'Business', 'Computer Science', 'Philosophy', 'Audiobook']",,,2020,2
40922689,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",3,3.85,Hogarth,Kindle Edition,268.0,2019.0,2018.0,2020/01/31,2020/01/16,,,read,1,0,"['Fiction', 'Contemporary', 'Romance', 'Literary Fiction', 'Audiobook', 'Cultural', 'Adult', 'Novels', 'Adult Fiction', 'European Literature']",2020-01-31,2020-01-16,Normal People,Normal People,"['January 16, 2020 – Shelved', 'January 16, 2020 – Shelved as: to-read', 'January 26, 2020 –  Started Reading', 'January 31, 2020 –  Finished Reading']",2020-01-16,2020-01-26,2020-01-31,"['Fiction', 'Contemporary', 'Romance', 'Literary Fiction', 'Audiobook', 'Cultural', 'Adult', 'Novels', 'Adult Fiction', 'European Literature']",0,1,"['Contemporary', 'Romance', 'Literary Fiction', 'Audiobook', 'Cultural', 'Adult', 'Novels', 'Adult Fiction', 'European Literature']",2020.0,1.0,2020,1
35381379,How to Stop Time,Matt Haig,"Haig, Matt",,"=""""","=""""",4,3.85,Viking,Kindle Edition,331.0,2018.0,2017.0,2020/01/26,2020/01/26,,,read,1,0,"['Fiction', 'Fantasy', 'Historical', 'Science Fiction', 'Romance', 'Audiobook', 'Contemporary', 'Adult']",2020-01-26,2020-01-26,How to Stop Time,How to Stop Time,"['Started Reading', 'January 26, 2020 – Shelved', 'January 26, 2020 –  Finished Reading']",,,2020-01-26,"['Fiction', 'Fantasy', 'Historical', 'Science Fiction', 'Romance', 'Audiobook', 'Contemporary', 'Adult']",0,1,"['Fantasy', 'Historical', 'Science Fiction', 'Romance', 'Audiobook', 'Contemporary', 'Adult']",2020.0,1.0,2020,1
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",0,4.17,Harvest Books,Paperback,311.0,2005.0,1959.0,,2020/01/25,to-read,to-read (#54),to-read,0,0,"['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Literature', 'Psychology', 'Academic', 'Novels', 'Adult']",,2020-01-25,Flowers for Algernon,Flowers for Algernon,"['January 25, 2020 – Shelved', 'January 25, 2020 – Shelved as: to-read']",2020-01-25,,,"['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Literature', 'Psychology', 'Academic', 'Novels', 'Adult']",0,1,"['Classics', 'Science Fiction', 'Young Adult', 'Literature', 'Psychology', 'Academic', 'Novels', 'Adult']",,,2020,1
17931417,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,"=""""","=""""",3,4.02,Text Publishing,Kindle Edition,320.0,2013.0,2013.0,2020/01/17,2020/01/17,,,read,1,0,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Womens Fiction', 'Adult', 'Audiobook', 'Adult Fiction', 'Book Club', 'Cultural']",2020-01-17,2020-01-17,The Rosie Project,The Rosie Project,"['Started Reading', 'January 17, 2020 – Shelved', 'January 17, 2020 –  Finished Reading']",,,2020-01-17,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Womens Fiction', 'Adult', 'Audiobook', 'Adult Fiction', 'Book Club', 'Cultural']",0,1,"['Romance', 'Contemporary', 'Humor', 'Womens Fiction', 'Adult', 'Audiobook', 'Adult Fiction', 'Book Club', 'Cultural']",2020.0,1.0,2020,1
41940388,The Test,Sylvain Neuvel,"Neuvel, Sylvain",,"=""1250312833""","=""9781250312839""",3,3.85,St Martin's Press,Paperback,108.0,2019.0,2019.0,2020/01/22,2019/11/22,,,read,1,0,"['Science Fiction', 'Fiction', 'Novella', 'Adult', 'Audiobook', 'Short Stories', 'Thriller', 'Speculative Fiction', 'Adult Fiction']",2020-01-22,2019-11-22,The Test,The Test,"['November 22, 2019 – Shelved', 'November 22, 2019 – Shelved as: to-read', 'Started Reading', 'January 22, 2020 –  Finished Reading']",2019-11-22,,2020-01-22,"['Science Fiction', 'Fiction', 'Novella', 'Adult', 'Audiobook', 'Short Stories', 'Thriller', 'Speculative Fiction', 'Adult Fiction']",0,1,"['Science Fiction', 'Novella', 'Adult', 'Audiobook', 'Short Stories', 'Thriller', 'Speculative Fiction', 'Adult Fiction']",2020.0,1.0,2019,11
37570605,Company of One: Why Staying Small Is the Next Big Thing for Business,Paul Jarvis,"Jarvis, Paul",,"=""1328972356""","=""9781328972354""",0,3.88,Mariner Books,Hardcover,272.0,2019.0,2019.0,,2020/01/16,to-read,to-read (#53),to-read,0,0,"['Business', 'Nonfiction', 'Self Help', 'Buisness', 'Leadership', 'Currency', 'Economics']",,2020-01-16,Company of One: Why Staying Small Is the Next Big Thing for Business,Company of One: Why Staying Small Is the Next Big Thing for Business,"['January 16, 2020 – Shelved as: to-read', 'January 16, 2020 – Shelved']",2020-01-16,,,"['Business', 'Nonfiction', 'Self Help', 'Buisness', 'Leadership', 'Currency', 'Economics']",1,0,"['Business', 'Self Help', 'Buisness', 'Leadership', 'Currency', 'Economics']",,,2020,1
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.15,Riverhead Books,Hardcover,352.0,2019.0,2019.0,,2020/01/16,to-read,to-read (#52),to-read,0,0,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Science', 'Audiobook', 'Education', 'Leadership', 'Productivity']",,2020-01-16,Range: Why Generalists Triumph in a Specialized World,Range: Why Generalists Triumph in a Specialized World,"['January 16, 2020 – Shelved as: to-read', 'January 16, 2020 – Shelved']",2020-01-16,,,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Science', 'Audiobook', 'Education', 'Leadership', 'Productivity']",1,0,"['Business', 'Psychology', 'Self Help', 'Science', 'Audiobook', 'Education', 'Leadership', 'Productivity']",,,2020,1
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",0,3.83,Penguin Books,Paperback,260.0,2009.0,2008.0,,2020/01/16,to-read,to-read (#51),to-read,0,0,"['Nonfiction', 'Psychology', 'Economics', 'Business', 'Self Help', 'Science', 'Politics', 'Sociology', 'Social Science']",,2020-01-16,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Nudge: Improving Decisions About Health, Wealth, and Happiness","['January 16, 2020 – Shelved as: to-read', 'January 16, 2020 – Shelved']",2020-01-16,,,"['Nonfiction', 'Psychology', 'Economics', 'Business', 'Self Help', 'Science', 'Politics', 'Sociology', 'Social Science']",1,0,"['Psychology', 'Economics', 'Business', 'Self Help', 'Science', 'Politics', 'Sociology', 'Social Science']",,,2020,1
23211076,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",4,4.07,Tor Books,Kindle Edition,401.0,2015.0,2015.0,2020/01/09,2020/01/09,,,read,1,0,"['Fantasy', 'Fiction', 'Young Adult', 'Adult', 'Audiobook', 'Adventure', 'Historical']",2020-01-09,2020-01-09,A Darker Shade of Magic,A Darker Shade of Magic,"['Started Reading', 'January  9, 2020 – Shelved', 'January  9, 2020 –  Finished Reading']",,,2020-01-09,"['Fantasy', 'Fiction', 'Young Adult', 'Adult', 'Audiobook', 'Adventure', 'Historical']",0,1,"['Fantasy', 'Young Adult', 'Adult', 'Audiobook', 'Adventure', 'Historical']",2020.0,1.0,2020,1
40644351,Things We Know by Heart,Jessi Kirby,"Kirby, Jessi",,"=""""","=""""",4,3.99, HarperTeen,Kindle Edition,309.0,2015.0,2015.0,,2020/01/02,,,read,1,0,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Audiobook', 'Death', 'Womens Fiction']",,2020-01-02,Things We Know by Heart,Things We Know by Heart,"['Finished Reading', 'January  2, 2020 – Shelved']",,,,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Audiobook', 'Death', 'Womens Fiction']",0,1,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Audiobook', 'Death', 'Womens Fiction']",,,2020,1
35820001,The Other Side of Lost,Jessi Kirby,"Kirby, Jessi",,"=""0062424262""","=""9780062424266""",4,4.12,HarperTeen,ebook,320.0,2018.0,2018.0,,2020/01/02,,,read,1,0,"['Contemporary', 'Young Adult', 'Fiction', 'Realistic Fiction', 'Romance', 'Travel', 'Adventure', 'Environment']",,2020-01-02,The Other Side of Lost,The Other Side of Lost,"['Finished Reading', 'January  2, 2020 – Shelved']",,,,"['Contemporary', 'Young Adult', 'Fiction', 'Realistic Fiction', 'Romance', 'Travel', 'Adventure', 'Environment']",0,1,"['Contemporary', 'Young Adult', 'Realistic Fiction', 'Romance', 'Travel', 'Adventure', 'Environment']",,,2020,1
13423340,Twivortiare,Ika Natassa,"Natassa, Ika",,"=""""","=""""",3,3.85,Nulisbuku.com,Paperback,283.0,2012.0,2011.0,,2019/12/25,,,read,1,0,"['Romance', 'Fiction', 'Novels', 'Asian Literature', 'Adult', 'Contemporary', 'Womens Fiction', 'Love', 'Family']",,2019-12-25,Twivortiare,Twivortiare,"['Finished Reading', 'December 25, 2019 – Shelved']",,,,"['Romance', 'Fiction', 'Novels', 'Asian Literature', 'Adult', 'Contemporary', 'Womens Fiction', 'Love', 'Family']",0,1,"['Romance', 'Novels', 'Asian Literature', 'Adult', 'Contemporary', 'Womens Fiction', 'Love', 'Family']",,,2019,12
29550728,Cleverlands: The secrets behind the success of the world's education superpowers,Lucy Crehan,"Crehan, Lucy",Μαρία Παπαηλιάδη,"=""1783522631""","=""9781783522637""",0,4.36,Unbound Digital,ebook,,2016.0,2016.0,,2019/12/25,to-read,to-read (#49),to-read,0,0,"['Education', 'Nonfiction', 'Teaching', 'Politics', 'Travel', 'Sociology', 'Academic', 'Economics', 'Anthropology', 'Business']",,2019-12-25,Cleverlands: The secrets behind the success of the world's education superpowers,Cleverlands: The secrets behind the success of the world's education superpowers,"['December 25, 2019 – Shelved', 'December 25, 2019 – Shelved as: to-read']",2019-12-25,,,"['Education', 'Nonfiction', 'Teaching', 'Politics', 'Travel', 'Sociology', 'Academic', 'Economics', 'Anthropology', 'Business']",1,0,"['Education', 'Teaching', 'Politics', 'Travel', 'Sociology', 'Academic', 'Economics', 'Anthropology', 'Business']",,,2019,12
3573143,divortiare,Ika Natassa,"Natassa, Ika",,"=""0040108016""","=""9789792238464""",4,3.75,Gramedia Pustaka Utama,Paperback,288.0,2008.0,2008.0,,2019/12/22,,,read,1,0,"['Romance', 'Fiction', 'Novels', 'Asian Literature', 'Adult', 'Womens Fiction', 'Contemporary', 'Love', 'Family']",,2019-12-22,divortiare,divortiare,"['Finished Reading', 'December 22, 2019 – Shelved']",,,,"['Romance', 'Fiction', 'Novels', 'Asian Literature', 'Adult', 'Womens Fiction', 'Contemporary', 'Love', 'Family']",0,1,"['Romance', 'Novels', 'Asian Literature', 'Adult', 'Womens Fiction', 'Contemporary', 'Love', 'Family']",,,2019,12
24358259,Finding Audrey,Sophie Kinsella,"Kinsella, Sophie",,"=""""","=""""",4,3.76,Delacorte Press,Kindle Edition,288.0,2015.0,2015.0,2019/10/19,2019/10/19,,,read,1,0,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Health', 'Womens Fiction', 'Audiobook', 'Mental Health', 'Realistic Fiction']",2019-10-19,2019-10-19,Finding Audrey,Finding Audrey,"['Started Reading', 'October 19, 2019 – Shelved', 'October 19, 2019 –  Finished Reading']",,,2019-10-19,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Health', 'Womens Fiction', 'Audiobook', 'Mental Health', 'Realistic Fiction']",0,1,"['Young Adult', 'Contemporary', 'Romance', 'Health', 'Womens Fiction', 'Audiobook', 'Mental Health', 'Realistic Fiction']",2019.0,10.0,2019,10
42731452,Hope and Other Punchlines,Julie Buxbaum,"Buxbaum, Julie",,"=""""","=""""",4,3.92,Delacorte Press,Kindle Edition,311.0,2019.0,2019.0,2019/10/05,2019/09/29,,,read,1,0,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Historical']",2019-10-05,2019-09-29,Hope and Other Punchlines,Hope and Other Punchlines,"['September 29, 2019 –  Started Reading', 'September 29, 2019 – Shelved', 'October  5, 2019 –  Finished Reading']",,2019-09-29,2019-10-05,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Historical']",0,1,"['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Audiobook', 'Historical']",2019.0,10.0,2019,9
40065177,Tell Me Three Things,Julie Buxbaum,"Buxbaum, Julie",,"=""""","=""""",4,4.06,Delacorte Press,Kindle Edition,332.0,2016.0,2016.0,2019/09/28,2019/09/26,,,read,1,0,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook']",2019-09-28,2019-09-26,Tell Me Three Things,Tell Me Three Things,"['September 26, 2019 –  Started Reading', 'September 26, 2019 – Shelved', 'September 28, 2019 –  Finished Reading']",,2019-09-26,2019-09-28,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook']",0,1,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Audiobook']",2019.0,9.0,2019,9
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""1250012570""","=""9781250012579""",0,3.98,St. Martin's Press,Hardcover,328.0,2013.0,2012.0,,2019/09/21,to-read,to-read (#48),to-read,0,0,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook']",,2019-09-21,Eleanor & Park,Eleanor & Park,"['September 21, 2019 – Shelved', 'September 21, 2019 – Shelved as: to-read']",2019-09-21,,,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook']",0,1,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Audiobook']",,,2019,9
38943218,A Very Large Expanse of Sea,Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",4,4.15,HarperCollins,Kindle Edition,307.0,2018.0,2018.0,2019/09/16,2019/09/16,,,read,1,0,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Historical']",2019-09-16,2019-09-16,A Very Large Expanse of Sea,A Very Large Expanse of Sea,"['Started Reading', 'September 16, 2019 – Shelved', 'September 16, 2019 –  Finished Reading']",,,2019-09-16,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Historical']",0,1,"['Young Adult', 'Contemporary', 'Romance', 'Audiobook', 'Realistic Fiction', 'Historical']",2019.0,9.0,2019,9
43722897,The Art of Statistics: How to Learn from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""1541618513""","=""9781541618510""",0,4.18,Basic Books,Hardcover,448.0,2019.0,2019.0,,2019/09/16,to-read,to-read (#47),to-read,0,0,"['Nonfiction', 'Science', 'Business', 'Economics', 'Artificial Intelligence', 'Computer Science', 'Psychology', 'Academic']",,2019-09-16,The Art of Statistics: How to Learn from Data,The Art of Statistics: How to Learn from Data,"['September 16, 2019 – Shelved', 'September 16, 2019 – Shelved as: to-read']",2019-09-16,,,"['Nonfiction', 'Science', 'Business', 'Economics', 'Artificial Intelligence', 'Computer Science', 'Psychology', 'Academic']",1,0,"['Science', 'Business', 'Economics', 'Artificial Intelligence', 'Computer Science', 'Psychology', 'Academic']",,,2019,9
41941223,Recursion,Blake Crouch,"Crouch, Blake",,"=""""","=""""",4,4.15,Crown,Kindle Edition,324.0,2019.0,2019.0,2019/09/04,2019/08/15,,,read,1,0,"['Science Fiction', 'Fiction', 'Thriller', 'Audiobook', 'Mystery', 'Adult', 'Fantasy', 'Science Fiction Fantasy']",2019-09-04,2019-08-15,Recursion,Recursion,"['August 15, 2019 – Shelved', 'August 15, 2019 – Shelved as: to-read', 'August 24, 2019 –  Started Reading', 'September  4, 2019 –  Finished Reading']",2019-08-15,2019-08-24,2019-09-04,"['Science Fiction', 'Fiction', 'Thriller', 'Audiobook', 'Mystery', 'Adult', 'Fantasy', 'Science Fiction Fantasy']",0,1,"['Science Fiction', 'Thriller', 'Audiobook', 'Mystery', 'Adult', 'Fantasy', 'Science Fiction Fantasy']",2019.0,9.0,2019,8
45697427,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""""","=""""",4,4.12,Ballantine Books,Kindle Edition,343.0,2016.0,2016.0,2019/08/22,2019/08/18,,,read,1,0,"['Science Fiction', 'Mystery', 'Audiobook', 'Thriller', 'Adult', 'Fantasy', 'Science Fiction Fantasy', 'Suspense', 'Adult Fiction']",2019-08-22,2019-08-18,Dark Matter,Dark Matter,"['August 18, 2019 –  Started Reading', 'August 18, 2019 – Shelved', 'August 22, 2019 –  Finished Reading']",,2019-08-18,2019-08-22,"['Science Fiction', 'Mystery', 'Audiobook', 'Thriller', 'Adult', 'Fantasy', 'Science Fiction Fantasy', 'Suspense', 'Adult Fiction']",0,0,"['Science Fiction', 'Mystery', 'Audiobook', 'Thriller', 'Adult', 'Fantasy', 'Science Fiction Fantasy', 'Suspense', 'Adult Fiction']",2019.0,8.0,2019,8
42734244,No Hard Feelings: The Secret Power of Embracing Emotions at Work,Liz Fosslien,"Fosslien, Liz",Mollie West Duffy,"=""""","=""""",4,4.06,Portfolio,Kindle Edition,304.0,2019.0,2019.0,2019/08/18,2019/07/17,,,read,1,0,"['Nonfiction', 'Business', 'Self Help', 'Psychology', 'Leadership', 'Adult', 'Health', 'Language']",2019-08-18,2019-07-17,No Hard Feelings: The Secret Power of Embracing Emotions at Work,No Hard Feelings: The Secret Power of Embracing Emotions at Work,"['July 17, 2019 – Shelved', 'July 17, 2019 – Shelved as: to-read', 'Started Reading', 'August 18, 2019 –  Finished Reading']",2019-07-17,,2019-08-18,"['Nonfiction', 'Business', 'Self Help', 'Psychology', 'Leadership', 'Adult', 'Health', 'Language']",1,0,"['Business', 'Self Help', 'Psychology', 'Leadership', 'Adult', 'Health', 'Language']",2019.0,8.0,2019,7
35755160,How Science Works: The Facts Visually Explained,D.K. Publishing,"Publishing, D.K.",,"=""1465464190""","=""9781465464194""",0,4.48,DK Publishing (Dorling Kindersley),Hardcover,256.0,2018.0,2018.0,,2019/08/17,to-read,to-read (#46),to-read,0,0,"['Science', 'Nonfiction']",,2019-08-17,How Science Works: The Facts Visually Explained,How Science Works: The Facts Visually Explained,"['August 17, 2019 – Shelved', 'August 17, 2019 – Shelved as: to-read']",2019-08-17,,,"['Science', 'Nonfiction']",1,0,['Science'],,,2019,8
41088582,After the Flood,Kassandra Montag,"Montag, Kassandra",,"=""0062889397""","=""9780062889393""",0,3.7,William Morrow,ebook,448.0,2019.0,2019.0,,2019/08/15,to-read,to-read (#45),to-read,0,0,"['Fiction', 'Science Fiction', 'Apocalyptic', 'Audiobook', 'Adult', 'Fantasy', 'Adventure', 'Adult Fiction']",,2019-08-15,After the Flood,After the Flood,"['August 15, 2019 – Shelved as: to-read', 'August 15, 2019 – Shelved']",2019-08-15,,,"['Fiction', 'Science Fiction', 'Apocalyptic', 'Audiobook', 'Adult', 'Fantasy', 'Adventure', 'Adult Fiction']",0,1,"['Science Fiction', 'Apocalyptic', 'Audiobook', 'Adult', 'Fantasy', 'Adventure', 'Adult Fiction']",,,2019,8
43263225,Supernova Era,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""1250306035""","=""9781250306036""",0,3.27,Tor Books,Hardcover,352.0,2019.0,2003.0,,2019/08/15,to-read,to-read (#44),to-read,0,0,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Cultural', 'Fantasy', 'Audiobook', 'Novels', 'Apocalyptic']",,2019-08-15,Supernova Era,Supernova Era,"['August 15, 2019 – Shelved as: to-read', 'August 15, 2019 – Shelved']",2019-08-15,,,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Cultural', 'Fantasy', 'Audiobook', 'Novels', 'Apocalyptic']",0,1,"['Science Fiction', 'Science Fiction Fantasy', 'Cultural', 'Fantasy', 'Audiobook', 'Novels', 'Apocalyptic']",,,2019,8
20424928,"Apex (Nexus, #3)",Ramez Naam,"Naam, Ramez",,"=""0857664018""","=""9780857664013""",0,4.17,Angry Robot,Paperback,608.0,2015.0,2015.0,,2019/08/15,to-read,to-read (#43),to-read,0,0,"['Science Fiction', 'Fiction', 'Thriller', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy', 'Speculative Fiction']",,2019-08-15,Apex,Apex,"['August 15, 2019 – Shelved', 'August 15, 2019 – Shelved as: to-read']",2019-08-15,,,"['Science Fiction', 'Fiction', 'Thriller', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy', 'Speculative Fiction']",0,1,"['Science Fiction', 'Thriller', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy', 'Speculative Fiction']",,,2019,8
